db,phase,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
sqlite,load_data,__load_data__,2.331079399911687,0,0,0,0.0,nan,nan,nan,nan,0,5.09,5.09,0.02,0.02,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q10_top_sellers_qty,1.7220940999686718,18,18,0,10.452390493833905,16.221850004512817,17.186999990371987,17.3474800249096,20.0,360,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q11_top_categories,1.7220940999686718,18,18,0,10.452390493833905,2.0068000303581357,3.15306499251164,5.469893059926101,10.0,180,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q1_user_by_id,1.7220940999686718,19,19,0,11.033078854602456,0.9688000427559018,45.682520058470764,363.0896240309813,1.0,19,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q2_all_users,1.7220940999686718,19,19,0,11.033078854602456,39.9809000082314,46.24540001386776,48.190839991439134,10000.0,190000,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q3_user_by_login,1.7220940999686718,18,18,0,10.452390493833905,1.2025500182062387,1.6454750264529134,1.8158150569070126,1.0,18,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q4_sellers_rating,1.7220940999686718,18,18,0,10.452390493833905,1.1176500120200217,1.404039963381365,1.4173679857049137,100.0,1800,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q5_orders_offset,1.7220940999686718,18,18,0,10.452390493833905,1.2169000110588968,1.5168900368735194,1.577138020657003,50.0,900,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q6_products_by_seller,1.7220940999686718,18,18,0,10.452390493833905,0.9383999858982861,1.3263350294437248,1.847827042220159,1.1666666666666667,21,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
sqlite,warmup,q7_products_join_sellers,1.7220940999686718,18,18,0,10.452390493833905,0.8573499508202076,1.0815349640324712,1.161027015186846,1.1666666666666667,21,67.86,67.86,0.15,0.15,2147483648.0,0.0,0.0,0.0,0.0
