phase,metric_mode,request_index,query_name,sql,client_time_ms,server_time_ms,redis_exec_ms,rows_returned,ok,error
warmup,server,0,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,5.92210004106164,5.919300019741058,5.90999994892627,1,True,
warmup,server,2,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,7.662600022740662,7.658899994567037,7.6468001352623105,1,True,
warmup,server,5,q6_products_by_seller,SELECT * FROM Products WHERE Seller_id = ?;,9.715199936181307,9.713000035844743,9.702100069262087,1,True,
warmup,server,6,q7_products_join_sellers,"SELECT p.*, s.Name FROM Products p JOIN Sellers s ON s.idSeller = p.Seller_id WHERE s.idSeller = ?;",15.061899903230369,15.059600002132356,15.04730002488941,1,True,
warmup,server,11,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,1.3584999833256006,1.356799970380962,1.3453999999910593,1,True,
warmup,server,7,q8_order_items_join_products,"SELECT oi.Product_id, oi.Quantity, p.Title, p.Price FROM Order_Items oi JOIN Products p ON p.idProduct = oi.Product_id WHERE oi.Order_id = ?;",15.548099996522069,15.545599977485836,15.53009997587651,1,True,
warmup,server,13,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,2.709500025957823,2.7080000145360827,2.6986999437212944,1,True,
warmup,server,8,q9_orders_items_products_by_user,"SELECT o.idOrder, o.Create_Date, oi.Product_id, oi.Quantity, p.Title, p.Price FROM Orders o JOIN Order_Items oi ON oi.Order_id = o.idOrder JOIN Products p ON p.idProduct = oi.Product_id WHERE o.Users_id = ?;",31.431199982762337,31.428099959157407,31.376400031149387,4,True,
warmup,server,14,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,182.60539998300374,182.54499998874962,181.26729980576783,100,True,
warmup,server,3,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,203.80509993992746,203.72400002088398,202.35169993247837,100,True,
warmup,server,16,q6_products_by_seller,SELECT * FROM Products WHERE Seller_id = ?;,3.4711998887360096,3.469400107860565,3.4574000164866447,1,True,
warmup,server,17,q7_products_join_sellers,"SELECT p.*, s.Name FROM Products p JOIN Sellers s ON s.idSeller = p.Seller_id WHERE s.idSeller = ?;",4.68340003862977,4.680600017309189,4.667700035497546,1,True,
warmup,server,19,q9_orders_items_products_by_user,"SELECT o.idOrder, o.Create_Date, oi.Product_id, oi.Quantity, p.Title, p.Price FROM Orders o JOIN Order_Items oi ON oi.Order_id = o.idOrder JOIN Products p ON p.idProduct = oi.Product_id WHERE o.Users_id = ?;",2.088799956254661,2.085300046019256,2.0776999881491065,0,True,
warmup,server,18,q8_order_items_join_products,"SELECT oi.Product_id, oi.Quantity, p.Title, p.Price FROM Order_Items oi JOIN Products p ON p.idProduct = oi.Product_id WHERE oi.Order_id = ?;",13.871600036509335,13.869300018996,13.84209981188178,3,True,
warmup,server,4,q5_orders_offset,SELECT * FROM Orders ORDER BY idOrder LIMIT 50 OFFSET 5000;,498.21210000663996,497.7932999609038,493.45679953694344,50,True,
warmup,server,15,q5_orders_offset,SELECT * FROM Orders ORDER BY idOrder LIMIT 50 OFFSET 5000;,480.0295999739319,479.6309999655932,475.30559974256903,50,True,
warmup,server,12,q2_all_users,SELECT * FROM Users;,8834.460300044157,8834.064800059423,8812.771397642791,10000,True,
warmup,server,1,q2_all_users,SELECT * FROM Users;,8904.385200003162,8903.99779996369,8882.35789781902,10000,True,
warmup,server,10,q11_top_categories,"SELECT pc.Category_id, COUNT(*) cnt FROM Product_Categories pc GROUP BY pc.Category_id ORDER BY cnt DESC LIMIT 10;",15743.468099972233,15743.044900009409,15689.047093153931,10,True,
warmup,server,21,q11_top_categories,"SELECT pc.Category_id, COUNT(*) cnt FROM Product_Categories pc GROUP BY pc.Category_id ORDER BY cnt DESC LIMIT 10;",15726.488099899143,15726.054099970497,15672.951197600923,10,True,
warmup,server,9,q10_top_sellers_qty,"SELECT p.Seller_id, COUNT(*) AS items, SUM(oi.Quantity) AS qty FROM Order_Items oi JOIN Products p ON p.idProduct = oi.Product_id GROUP BY p.Seller_id ORDER BY qty DESC LIMIT 20;",21979.551000054926,21978.711900068447,21820.76790917199,20,True,
warmup,server,20,q10_top_sellers_qty,"SELECT p.Seller_id, COUNT(*) AS items, SUM(oi.Quantity) AS qty FROM Order_Items oi JOIN Products p ON p.idProduct = oi.Product_id GROUP BY p.Seller_id ORDER BY qty DESC LIMIT 20;",21833.262600004673,21831.860700040124,21675.327490083873,20,True,
benchmark,server,0,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,4.413400078192353,4.411600064486265,4.404600011184812,1,True,
benchmark,server,8,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,2.534499973990023,2.5324999587610364,2.527599921450019,1,True,
benchmark,server,1,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,6.7443998996168375,6.7424998851493,6.735400063917041,1,True,
benchmark,server,9,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,1.6433000564575195,1.6414000419899821,1.6329999780282378,1,True,
benchmark,server,3,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,5.819199956022203,5.817399942316115,5.810100003145635,1,True,
benchmark,server,2,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,5.30560000333935,5.303799989633262,5.296300048939884,1,True,
benchmark,server,6,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,5.033700028434396,5.032100016251206,5.026699975132942,1,True,
benchmark,server,4,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,4.29509999230504,4.293399979360402,4.287700052373111,1,True,
benchmark,server,5,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,2.904099994339049,2.902100095525384,2.8954000445082784,1,True,
benchmark,server,7,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,5.5593999568372965,5.557599943131208,5.55289990734309,1,True,
benchmark,server,3,q2_all_users,SELECT * FROM Users;,11371.844599954784,11371.362800011411,11348.96740107797,10000,True,
benchmark,server,4,q2_all_users,SELECT * FROM Users;,11512.694700038992,11512.276599998586,11490.069096791558,10000,True,
benchmark,server,6,q2_all_users,SELECT * FROM Users;,11656.518800067715,11656.108099967241,11634.279597899877,10000,True,
benchmark,server,0,q2_all_users,SELECT * FROM Users;,11707.622499903664,11707.200000062585,11684.913896140642,10000,True,
benchmark,server,1,q2_all_users,SELECT * FROM Users;,11715.381600079127,11714.945500018075,11691.912197042257,10000,True,
benchmark,server,7,q2_all_users,SELECT * FROM Users;,11739.050199976191,11738.604899961501,11716.66299959179,10000,True,
benchmark,server,2,q2_all_users,SELECT * FROM Users;,11771.887300070375,11771.45710005425,11749.972094316036,10000,True,
benchmark,server,5,q2_all_users,SELECT * FROM Users;,11802.020300063305,11801.599600003101,11780.509693664499,10000,True,
benchmark,server,8,q2_all_users,SELECT * FROM Users;,6610.464099911042,6609.84659998212,6588.234505150467,10000,True,
benchmark,server,9,q2_all_users,SELECT * FROM Users;,6526.4801000012085,6525.96820006147,6505.429197684862,10000,True,
benchmark,server,1,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,9.349999949336052,9.348100051283836,9.34009999036789,1,True,
benchmark,server,0,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,11.68390002567321,11.681700008921325,11.672399938106537,1,True,
benchmark,server,3,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,6.533100036904216,6.531200022436678,6.522899959236383,1,True,
benchmark,server,8,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,1.8769000889733434,1.875000074505806,1.8672000151127577,1,True,
benchmark,server,2,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,9.798799990676343,9.796799975447357,9.788600029423833,1,True,
benchmark,server,9,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,2.4820000398904085,2.472400083206594,2.4646000238135457,1,True,
benchmark,server,7,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,7.655799970962107,7.653999957256019,7.644700119271874,1,True,
benchmark,server,6,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,5.422899965196848,5.420799949206412,5.413999897427857,1,True,
benchmark,server,4,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,6.3356999307870865,6.333899917080998,6.312500103376806,1,True,
benchmark,server,5,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,7.616600021719933,7.614600006490946,7.6055999379605055,1,True,
benchmark,server,0,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,161.34790005162358,161.26510000322014,159.9560002796352,100,True,
benchmark,server,1,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,164.7300999611616,164.65779999271035,163.25550014153123,100,True,
benchmark,server,2,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,165.4571999097243,165.39400001056492,164.05060002580285,100,True,
benchmark,server,5,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,164.89619994536042,164.83159991912544,163.5438003577292,100,True,
benchmark,server,3,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,170.3136001015082,170.14010006096214,168.79070014692843,100,True,
benchmark,server,6,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,168.54610003065318,168.47670008428395,167.19079948961735,100,True,
benchmark,server,7,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,163.38729998096824,163.3243999676779,162.0477009564638,100,True,
