db,phase,metric_mode,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_metric_ms,avg_client_ms,avg_server_ms,avg_redis_exec_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
redis,warmup,redis.exec,q10_top_sellers_qty,24.845010000048205,1,1,0,0.04024953099226202,23575.471407617442,23575.471407617442,23575.471407617442,23575.471407617442,23776.552300085314,23775.13030008413,23575.471407617442,20.0,20,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q11_top_categories,24.845010000048205,1,1,0,0.04024953099226202,16986.833698349074,16986.833698349074,16986.833698349074,16986.833698349074,17052.13249998633,17051.73680000007,16986.833698349074,10.0,10,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q1_user_by_id,24.845010000048205,1,1,0,0.04024953099226202,4.25830006133765,4.25830006133765,4.25830006133765,4.25830006133765,4.270699922926724,4.2675998993217945,4.25830006133765,1.0,1,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q2_all_users,24.845010000048205,1,1,0,0.04024953099226202,9299.283004715107,9299.283004715107,9299.283004715107,9299.283004715107,9324.242600006983,9323.833400034346,9299.283004715107,10000.0,10000,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q3_user_by_login,24.845010000048205,1,1,0,0.04024953099226202,7.222399930469692,7.222399930469692,7.222399930469692,7.222399930469692,7.23589991685003,7.233700016513467,7.222399930469692,1.0,1,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q4_sellers_rating,24.845010000048205,1,1,0,0.04024953099226202,129.39810031093657,129.39810031093657,129.39810031093657,129.39810031093657,130.8289000298828,130.76520001050085,129.39810031093657,100.0,100,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q5_orders_offset,24.845010000048205,1,1,0,0.04024953099226202,314.4456004956737,314.4456004956737,314.4456004956737,314.4456004956737,319.1180001012981,318.7083000084385,314.4456004956737,50.0,50,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q6_products_by_seller,24.845010000048205,1,1,0,0.04024953099226202,5.279900040477514,5.279900040477514,5.279900040477514,5.279900040477514,5.292200017720461,5.2903000032529235,5.279900040477514,1.0,1,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q7_products_join_sellers,24.845010000048205,1,1,0,0.04024953099226202,3.8812001002952456,3.8812001002952456,3.8812001002952456,3.8812001002952456,3.896100097335875,3.8939000805839896,3.8812001002952456,1.0,1,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q8_order_items_join_products,24.845010000048205,1,1,0,0.04024953099226202,2.8554999735206366,2.8554999735206366,2.8554999735206366,2.8554999735206366,2.8711999766528606,2.8689000755548477,2.8554999735206366,1.0,1,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,warmup,redis.exec,q9_orders_items_products_by_user,24.845010000048205,1,1,0,0.04024953099226202,10.378900333307683,10.378900333307683,10.378900333307683,10.378900333307683,10.414400021545589,10.411600000225008,10.378900333307683,4.0,4,11.239999999999998,14.26,1.8150000000000002,1.83,2147483648.0,6080000.0,9710000.0,0.0,0.0
redis,benchmark,redis.exec,q1_user_by_id,2.0027054999955,5,5,0,2.4966226936567733,5.318199982866645,6.587619963102043,6.717683947645128,4.585659992881119,4.6128400368615985,4.610600019805133,4.585659992881119,1.0,5,0.28,0.28,1.81,1.81,2147483648.0,0.0,0.0,0.0,0.0
redis,benchmark,redis.exec,q2_all_users,17.750178099959157,5,5,0,0.28168731445074935,11167.318199994043,11260.238159587607,11261.903633018956,10272.361616464332,10298.733779974282,10298.212519986555,10272.361616464332,10000.0,50000,14.83,19.86,1.8157142857142858,1.82,2147483648.0,4419999.999999999,16900000.0,0.0,0.0
redis,benchmark,redis.exec,q3_user_by_login,1.9067061999812722,5,5,0,2.6223232504562635,4.532500053755939,5.648059933446348,5.658971923403442,4.330659983679652,4.343380010686815,4.340719990432262,4.330659983679652,1.0,5,0.27,0.27,1.8,1.8,2147483648.0,0.0,0.0,0.0,0.0
redis,benchmark,redis.exec,q4_sellers_rating,1.9975975999841467,5,5,0,2.5030066115616485,144.00039985775948,146.74097981769592,147.07539571914822,125.65365983173251,127.13059999514371,127.02393997460604,125.65365983173251,100.0,500,0.19,0.19,1.81,1.81,2147483648.0,0.0,0.0,0.0,0.0
redis,benchmark,redis.exec,q5_orders_offset,2.003797799930908,5,5,0,2.4952617475537715,509.57239931449294,516.8715603882447,517.7009522961453,455.269859964028,460.3689200244844,459.9109400063753,455.269859964028,50.0,250,0.15,0.15,1.81,1.81,2147483648.0,0.0,0.0,0.0,0.0
redis,benchmark,redis.exec,q6_products_by_seller,2.003974699997343,5,5,0,2.495041479319389,5.683599971234798,6.4277400728315115,6.452188054099679,4.948620032519102,4.960600007325411,4.9580000108107924,4.948620032519102,1.0,5,0.34,0.34,1.81,1.81,2147483648.0,0.0,0.0,0.0,0.0
redis,benchmark,redis.exec,q7_products_join_sellers,2.007353900000453,5,5,0,2.490841301077439,7.132399943657219,8.363939984701574,8.605267978273332,6.012919964268804,6.031559989787638,6.028800015337765,6.012919964268804,1.0,5,0.15,0.15,1.81,1.81,2147483648.0,0.0,0.0,0.0,0.0
redis,benchmark,redis.exec,q8_order_items_join_products,2.0063849999569356,5,5,0,2.492044149107633,13.858199934475124,19.025319954380393,19.88458395935595,14.896859950385988,14.93067997507751,14.927679975517094,14.896859950385988,3.0,15,0.59,0.59,1.8,1.8,2147483648.0,0.0,0.0,0.0,0.0
redis,benchmark,redis.exec,q9_orders_items_products_by_user,1.9996098999399692,5,5,0,2.500487720204879,13.453700114041567,24.371159938164055,24.81871195603162,15.877879993058741,15.908979973755777,15.905120014213026,15.877879993058741,2.0,10,0.16,0.16,1.8,1.8,2147483648.0,0.0,0.0,0.0,0.0
redis,benchmark,redis.exec,q10_top_sellers_qty,41.86912459996529,5,5,0,0.11941974062682326,25237.058902624995,25401.889341138303,25404.895709399134,23512.990941735916,23675.650820019655,23674.65636001434,23512.990941735916,20.0,100,16.456875,23.63,1.815625,1.83,2147483648.0,15000000.0,20500000.0,0.0,0.0
redis,benchmark,redis.exec,q11_top_categories,24.913661399972625,5,5,0,0.20069310246006208,14580.974493641406,14733.676377148367,14741.00815196056,13762.489460338838,13814.979860023595,13814.450120017864,13762.489460338838,10.0,50,17.195,22.05,1.81,1.82,2147483648.0,10500000.0,11800000.0,0.0,0.0
