db,phase,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
postgres,load_data,__load_data__,5.936677600024268,0,0,0,0.0,nan,nan,nan,nan,0,34.49333333333333,90.16,1.5333333333333334,1.86,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q10_top_sellers_qty,1.9451165000209585,18,18,0,9.253944429449882,13.139849936123937,14.544394961558282,15.074318959377704,20.0,360,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q11_top_categories,1.9451165000209585,18,18,0,9.253944429449882,4.025299975182861,4.892384976847097,5.191517038038,10.0,180,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q1_user_by_id,1.9451165000209585,19,19,0,9.76805245330821,1.3275999808683991,53.14810995478074,422.42466193158197,1.0,19,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q2_all_users,1.9451165000209585,19,19,0,9.76805245330821,44.18480000458658,50.21263002417981,52.6442860160023,10000.0,190000,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q3_user_by_login,1.9451165000209585,18,18,0,9.253944429449882,1.714700018055737,5.09221499087289,5.108603036496788,1.0,18,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q4_sellers_rating,1.9451165000209585,18,18,0,9.253944429449882,1.5145500074140728,1.8290150328539305,2.1337230573408297,100.0,1800,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q5_orders_offset,1.9451165000209585,18,18,0,9.253944429449882,1.812600006815046,2.1812900085933506,2.226578036788851,50.0,900,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q6_products_by_seller,1.9451165000209585,18,18,0,9.253944429449882,1.1725000222213566,1.463084976421669,1.5282969980034975,1.1666666666666667,21,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q7_products_join_sellers,1.9451165000209585,18,18,0,9.253944429449882,1.1386499973013997,1.6500299389008428,1.9004060246516012,1.1666666666666667,21,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q8_order_items_join_products,1.9451165000209585,18,18,0,9.253944429449882,1.3148500001989305,2.49085008399561,2.770329995546489,2.7222222222222223,49,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q9_orders_items_products_by_user,1.9451165000209585,18,18,0,9.253944429449882,1.4828500570729375,2.0581050019245595,2.1021010202821344,2.2777777777777777,41,50.57,50.57,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q10_top_sellers_qty,77.34835139999632,1000,1000,0,12.928523774587491,13.059450022410601,15.286949987057595,22.228256954113018,20.0,20000,52.336176470588235,84.57,2.1044117647058824,2.23,2147483648.0,0.0,0.0,0.0,7671300.0
postgres,benchmark,q11_top_categories,77.34835139999632,1000,1000,0,12.928523774587491,3.7512999842874706,4.4862750510219485,6.302801026031375,10.0,10000,52.336176470588235,84.57,2.1044117647058824,2.23,2147483648.0,0.0,0.0,0.0,7671300.0
postgres,benchmark,q1_user_by_id,77.34835139999632,1000,1000,0,12.928523774587491,1.256149960681796,1.8678350141271949,2.514293029671532,1.0,1000,52.336176470588235,84.57,2.1044117647058824,2.23,2147483648.0,0.0,0.0,0.0,7671300.0
postgres,benchmark,q2_all_users,77.34835139999632,1000,1000,0,12.928523774587491,44.07735000131652,52.85699502564967,67.53030295018105,10000.0,10000000,52.336176470588235,84.57,2.1044117647058824,2.23,2147483648.0,0.0,0.0,0.0,7671300.0
postgres,benchmark,q3_user_by_login,77.34835139999632,1000,1000,0,12.928523774587491,1.705799950286746,2.2160899941809475,3.7779050052631638,1.0,1000,52.336176470588235,84.57,2.1044117647058824,2.23,2147483648.0,0.0,0.0,0.0,7671300.0
