db,phase,metric_mode,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_metric_ms,avg_client_ms,avg_server_ms,avg_redis_exec_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
redis,warmup,client,q10_top_sellers_qty,20.141262399964035,1,1,0,0.04964932088873365,20104.019900085405,20104.019900085405,20104.019900085405,20104.019900085405,20104.019900085405,20103.106700000353,19929.703388013877,20.0,20,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q11_top_categories,20.141262399964035,1,1,0,0.04964932088873365,14429.921299917623,14429.921299917623,14429.921299917623,14429.921299917623,14429.921299917623,14429.540099925362,14373.070001369342,10.0,10,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q1_user_by_id,20.141262399964035,1,1,0,0.04964932088873365,4.129000008106232,4.129000008106232,4.129000008106232,4.129000008106232,4.129000008106232,4.125599982216954,4.114200011827052,1.0,1,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q2_all_users,20.141262399964035,1,1,0,0.04964932088873365,8271.623100037687,8271.623100037687,8271.623100037687,8271.623100037687,8271.623100037687,8271.248399978504,8248.988393810578,10000.0,10000,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q3_user_by_login,20.141262399964035,1,1,0,0.04964932088873365,5.536700016818941,5.536700016818941,5.536700016818941,5.536700016818941,5.536700016818941,5.53379999473691,5.519399885088205,1.0,1,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q4_sellers_rating,20.141262399964035,1,1,0,0.04964932088873365,127.71630007773638,127.71630007773638,127.71630007773638,127.71630007773638,127.71630007773638,127.64469999819994,126.31889875046909,100.0,100,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q5_orders_offset,20.141262399964035,1,1,0,0.04964932088873365,374.50089992489666,374.50089992489666,374.50089992489666,374.50089992489666,374.50089992489666,374.0933999652043,369.6743998443708,50.0,50,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q6_products_by_seller,20.141262399964035,1,1,0,0.04964932088873365,5.984199931845069,5.984199931845069,5.984199931845069,5.984199931845069,5.984199931845069,5.982099915854633,5.971199949271977,1.0,1,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q7_products_join_sellers,20.141262399964035,1,1,0,0.04964932088873365,3.3048000186681747,3.3048000186681747,3.3048000186681747,3.3048000186681747,3.3048000186681747,3.301899996586144,3.2862999942153692,1.0,1,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
redis,warmup,client,q8_order_items_join_products,20.141262399964035,1,1,0,0.04964932088873365,3.436800092458725,3.436800092458725,3.436800092458725,3.436800092458725,3.436800092458725,3.4168000565841794,3.402399946935475,1.0,1,13.01125,15.3,1.815,1.84,2147483648.0,5910000.0,9410000.000000002,0.0,0.0
