db,phase,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
postgres,load_data,__load_data__,3.469886300037615,0,0,0,0.0,nan,nan,nan,nan,0,27.23,41.38,1.4300000000000002,1.85,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q10_top_sellers_qty,1.8810691999970004,18,18,0,9.569025956104488,12.964499997906387,13.940769917098805,14.116073906188829,20.0,360,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q11_top_categories,1.8810691999970004,18,18,0,9.569025956104488,3.882349992636591,4.517529939766973,4.523105982225388,10.0,180,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q1_user_by_id,1.8810691999970004,19,19,0,10.100638509221403,1.389100099913776,50.80290007172049,401.6488200216555,1.0,19,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q2_all_users,1.8810691999970004,19,19,0,10.100638509221403,44.044199981726706,46.954879991244525,47.976415974553674,10000.0,190000,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q3_user_by_login,1.8810691999970004,18,18,0,9.569025956104488,1.6859500319696963,2.025465079350397,2.143173025688156,1.0,18,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q4_sellers_rating,1.8810691999970004,18,18,0,9.569025956104488,1.414950005710125,2.1014699945226303,2.624934022314845,100.0,1800,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q5_orders_offset,1.8810691999970004,18,18,0,9.569025956104488,1.731799973640591,2.383554977132007,2.5356710271444167,50.0,900,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q6_products_by_seller,1.8810691999970004,18,18,0,9.569025956104488,1.1605499894358218,1.8791499838698655,1.953269994119182,1.1666666666666667,21,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q7_products_join_sellers,1.8810691999970004,18,18,0,9.569025956104488,1.1292000417597592,1.567814958980307,1.6263629298191515,1.1666666666666667,21,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q8_order_items_join_products,1.8810691999970004,18,18,0,9.569025956104488,1.2112000258639455,1.7864250170532605,2.172324947314336,2.7222222222222223,49,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,warmup,q9_orders_items_products_by_user,1.8810691999970004,18,18,0,9.569025956104488,1.3163499534130096,2.0491600444074707,2.5730319961439805,2.2777777777777777,41,52.75,52.75,2.04,2.04,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q1_user_by_id,1.6305581999477,1000,1000,0,613.2869099870676,0.9666500263847411,1.6163399734068662,1.9336600543465465,1.0,1000,31.0,31.0,1.98,1.98,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q2_all_users,48.42196470010094,1000,1000,0,20.651784911939256,45.51980004180223,51.87640000949614,59.27570507163181,10000.0,10000000,42.13761904761905,45.03,2.1757142857142857,2.19,2147483648.0,0.0,0.0,0.0,7611300.0
postgres,benchmark,q3_user_by_login,1.6223772999364883,1000,1000,0,616.3794328478014,0.9534999844618142,1.5805050381459296,1.9665360683575268,1.0,1000,32.33,32.33,2.0,2.0,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q4_sellers_rating,1.9928272000979632,1000,1000,0,501.79965425544276,1.1679500457830727,2.1866799972485746,3.8233659812249208,100.0,100000,55.4,55.4,2.23,2.23,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q5_orders_offset,2.0290946000022814,1000,1000,0,492.8306447609075,1.6576999914832413,2.447375003248453,3.3537809236440808,50.0,50000,51.22,51.22,2.02,2.02,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q6_products_by_seller,2.0022207000292838,1000,1000,0,499.4454407475531,0.9604999795556068,1.6468600777443498,2.602476024767384,1.026,1026,18.1,18.1,2.0,2.0,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q7_products_join_sellers,1.9628391999285668,1000,1000,0,509.4660836386357,1.0036499588750303,1.7020849278196692,2.250787024386227,1.026,1026,23.46,23.46,2.0,2.0,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q8_order_items_join_products,2.018659699941054,1000,1000,0,495.3781957549361,1.097050029784441,1.7505200579762459,2.2976859146729107,3.029,3029,29.66,29.66,2.0,2.0,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q9_orders_items_products_by_user,2.017222300055437,1000,1000,0,495.7311843977326,1.2043500319123268,2.1733799017965794,3.208735075313595,3.035,3035,38.88,38.88,2.0,2.0,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q10_top_sellers_qty,13.797710299957544,1000,1000,0,72.47579332080026,13.40860000345856,15.30071995221078,17.942647929303345,20.0,20000,87.89999999999999,89.13,2.0566666666666666,2.07,2147483648.0,0.0,0.0,0.0,0.0
postgres,benchmark,q11_top_categories,4.311332399956882,1000,1000,0,231.94685708065586,3.735699981916696,4.455669934395701,4.9904310412239274,10.0,10000,71.235,72.07,2.0,2.01,2147483648.0,0.0,0.0,0.0,0.0
