db,phase,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
mysql,load_data,__load_data__,12.787281099939719,0,0,0,0.0,nan,nan,nan,nan,0,15.151666666666666,32.67,22.081666666666667,22.48,2147483648.0,0.0,0.0,100000.0,125600000.0
mysql,warmup,q10_top_sellers_qty,4.347171800094657,18,18,0,4.140623105718541,115.29879999579862,436.399554926902,463.5503909736871,20.0,360,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q11_top_categories,4.347171800094657,18,18,0,4.140623105718541,6.693850038573146,33.16385003272438,62.74997001979492,10.0,180,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q1_user_by_id,4.347171800094657,19,19,0,4.370657722702905,3.5328000085428357,26.52624991023903,60.740289923269316,1.0,19,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q2_all_users,4.347171800094657,19,19,0,4.370657722702905,1493.3230000315234,1785.122769989539,1799.035113977734,10000.0,190000,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q3_user_by_login,4.347171800094657,18,18,0,4.140623105718541,6.552100006956607,14.656204928178333,17.943801025394343,1.0,18,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q4_sellers_rating,4.347171800094657,18,18,0,4.140623105718541,18.986299983225763,84.69406499061733,84.7464929940179,100.0,1800,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q5_orders_offset,4.347171800094657,18,18,0,4.140623105718541,14.442349958699197,51.268579950556095,81.7483559343963,50.0,900,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q6_products_by_seller,4.347171800094657,18,18,0,4.140623105718541,4.094400035683066,32.41713499883181,73.27350707026189,1.1666666666666667,21,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q7_products_join_sellers,4.347171800094657,18,18,0,4.140623105718541,4.430400033015758,24.807014968246136,64.71220292150964,1.1666666666666667,21,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q8_order_items_join_products,4.347171800094657,18,18,0,4.140623105718541,2.8175999759696424,11.997800029348573,16.254599986132224,2.7222222222222223,49,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,warmup,q9_orders_items_products_by_user,4.347171800094657,18,18,0,4.140623105718541,10.959249979350716,74.38551001832818,88.46110193175261,2.2777777777777777,41,34.97,69.02,22.880000000000003,22.89,2147483648.0,31000.0,6500000.0,0.0,2000000.0
mysql,benchmark,q1_user_by_id,1.9336159999947995,1000,1000,0,517.1657661100702,3.957750042900443,7.402455009287222,10.345179029973218,1.0,1000,0.86,0.86,22.89,22.89,2147483648.0,0.0,0.0,0.0,0.0
mysql,benchmark,q2_all_users,186.04361669998616,1000,1000,0,5.375083637578383,1848.6570499953814,2059.311609977158,2379.5445619605016,10000.0,10000000,8.069718309859155,16.8,22.91169014084507,22.93,2147483648.0,4403000.0,1576000000.0,0.0,5000000.0
mysql,benchmark,q3_user_by_login,1.4741388000547886,1000,1000,0,678.3621731975534,3.0538999126292765,5.1717650319915265,6.8063280277419285,1.0,1000,0.85,0.85,22.89,22.89,2147483648.0,0.0,0.0,0.0,0.0
mysql,benchmark,q4_sellers_rating,2.0206176000647247,1000,1000,0,494.8981934869655,17.9956000065431,22.949284996138886,28.217028051149097,100.0,100000,18.35,18.35,22.92,22.92,2147483648.0,0.0,0.0,0.0,0.0
mysql,benchmark,q5_orders_offset,4.4971080999821424,1000,1000,0,222.36512393463943,18.670950026717037,167.1041849593166,202.78503300971346,50.0,50000,93.96000000000001,98.17,22.915,22.93,2147483648.0,110000.0,0.0,0.0,0.0
mysql,benchmark,q6_products_by_seller,1.9708040000405163,1000,1000,0,507.40712926269777,2.889149996917695,4.930694936774669,14.287391988327704,1.026,1026,0.69,0.69,22.9,22.9,2147483648.0,0.0,0.0,0.0,0.0
mysql,benchmark,q7_products_join_sellers,2.009393599932082,1000,1000,0,497.66257841858373,3.185700043104589,5.325185036053881,8.341083060949998,1.026,1026,0.85,0.85,22.89,22.89,2147483648.0,0.0,0.0,0.0,0.0
mysql,benchmark,q8_order_items_join_products,2.0049992999993265,1000,1000,0,498.7532913354812,2.4501500301994383,4.6072950295638275,11.826687093125646,3.029,3029,0.65,0.65,22.89,22.89,2147483648.0,0.0,0.0,0.0,0.0
mysql,benchmark,q9_orders_items_products_by_user,2.018568800063804,1000,1000,0,495.400503549045,3.2595500233583152,6.334744923515244,25.250067025190216,3.035,3035,0.85,0.85,22.89,22.89,2147483648.0,0.0,0.0,0.0,0.0
mysql,benchmark,q10_top_sellers_qty,124.09534089989029,1000,1000,0,8.05832026205332,1102.565350010991,2206.425674993079,3023.584358970401,20.0,20000,99.09791666666666,104.96,22.92833333333333,22.95,2147483648.0,250000.0,0.0,0.0,0.0
mysql,benchmark,q11_top_categories,9.729603499989025,1000,1000,0,102.77911119411269,77.95224996516481,275.92912505497225,299.25573807558976,10.0,10000,76.605,102.09,22.927500000000002,22.94,2147483648.0,140000.0,0.0,0.0,0.0
