phase,metric_mode,request_index,query_name,sql,client_time_ms,server_time_ms,redis_exec_ms,rows_returned,ok,error
warmup,redis.exec,0,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,4.442100063897669,4.43900004029274,4.428999964147806,1,True,
warmup,redis.exec,2,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,7.102400064468384,7.098300033248961,7.0847999304533005,1,True,
warmup,redis.exec,5,q6_products_by_seller,SELECT * FROM Products WHERE Seller_id = ?;,5.4799000499770045,5.45980001334101,5.44800003990531,1,True,
warmup,redis.exec,6,q7_products_join_sellers,"SELECT p.*, s.Name FROM Products p JOIN Sellers s ON s.idSeller = p.Seller_id WHERE s.idSeller = ?;",4.657200071960688,4.654900054447353,4.628100083209574,1,True,
warmup,redis.exec,7,q8_order_items_join_products,"SELECT oi.Product_id, oi.Quantity, p.Title, p.Price FROM Order_Items oi JOIN Products p ON p.idProduct = oi.Product_id WHERE oi.Order_id = ?;",4.202900105156004,4.200800089165568,4.173099994659424,1,True,
warmup,redis.exec,8,q9_orders_items_products_by_user,"SELECT o.idOrder, o.Create_Date, oi.Product_id, oi.Quantity, p.Title, p.Price FROM Orders o JOIN Order_Items oi ON oi.Order_id = o.idOrder JOIN Products p ON p.idProduct = oi.Product_id WHERE o.Users_id = ?;",14.245099970139563,14.242299948818982,14.19359992723912,4,True,
warmup,redis.exec,3,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,151.1943000368774,151.13360004033893,149.75650003179908,100,True,
warmup,redis.exec,4,q5_orders_offset,SELECT * FROM Orders ORDER BY idOrder LIMIT 50 OFFSET 5000;,360.10389996226877,359.7157000331208,355.12520011980087,50,True,
warmup,redis.exec,1,q2_all_users,SELECT * FROM Users;,7649.042500066571,7648.582500056364,7627.345399581827,10000,True,
warmup,redis.exec,10,q11_top_categories,"SELECT pc.Category_id, COUNT(*) cnt FROM Product_Categories pc GROUP BY pc.Category_id ORDER BY cnt DESC LIMIT 10;",13442.569800070487,13442.187200067565,13391.466901055537,10,True,
warmup,redis.exec,9,q10_top_sellers_qty,"SELECT p.Seller_id, COUNT(*) AS items, SUM(oi.Quantity) AS qty FROM Order_Items oi JOIN Products p ON p.idProduct = oi.Product_id GROUP BY p.Seller_id ORDER BY qty DESC LIMIT 20;",18384.12880001124,18382.9839999089,18229.599102865905,20,True,
benchmark,redis.exec,0,q1_user_by_id,SELECT * FROM Users WHERE idUser = ?;,5.9646000154316425,5.9621999971568584,5.954100051894784,1,True,
benchmark,redis.exec,2,q3_user_by_login,SELECT * FROM Users WHERE Login = ?;,9.399099973961711,9.396699955686927,9.385599987581372,1,True,
benchmark,redis.exec,5,q6_products_by_seller,SELECT * FROM Products WHERE Seller_id = ?;,5.493000033311546,5.49090001732111,5.467299954034388,1,True,
benchmark,redis.exec,6,q7_products_join_sellers,"SELECT p.*, s.Name FROM Products p JOIN Sellers s ON s.idSeller = p.Seller_id WHERE s.idSeller = ?;",5.50720002502203,5.50269999075681,5.473900004290044,1,True,
benchmark,redis.exec,7,q8_order_items_join_products,"SELECT oi.Product_id, oi.Quantity, p.Title, p.Price FROM Order_Items oi JOIN Products p ON p.idProduct = oi.Product_id WHERE oi.Order_id = ?;",4.69100009649992,4.688300075940788,4.674599971622229,1,True,
benchmark,redis.exec,8,q9_orders_items_products_by_user,"SELECT o.idOrder, o.Create_Date, oi.Product_id, oi.Quantity, p.Title, p.Price FROM Orders o JOIN Order_Items oi ON oi.Order_id = o.idOrder JOIN Products p ON p.idProduct = oi.Product_id WHERE o.Users_id = ?;",16.440499923191965,16.437499900348485,16.382299945689738,4,True,
benchmark,redis.exec,3,q4_sellers_rating,SELECT * FROM Sellers WHERE Rating >= 4 LIMIT 100;,138.48059996962547,138.41949997004122,137.00209942180663,100,True,
